,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name
2569,1122,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Carlos Wells
2571,2176,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Average,Very safe,Neutral,Dr. Patricia Bausch
2572,2522,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,390.0,Clean,Somewhat safe,Somewhat satsified,Dr. Deborah Johnson
2573,2594,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Dollie Vaccaro
2574,2140,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,245.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Mildred Mixon
2575,2087,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,169.0,Clean,Very safe,Very satisfied,Joe Quintero
2576,1207,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral,Estelle Holman
2577,581,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Clean,Very safe,Somewhat satsified,Miss Gwenn Lin
2578,2855,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,67.0000000000001,Somewhat clean,Very safe,Somewhat satsified,Mr. Delmer Kane
2579,2450,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,2018-12-31,169.0,Average,Very safe,Neutral,Robert Kimpton
2580,2900,Sunday,WOW,REYKJAVIK,eur,    Small,Gates 1-12,2018-12-31,145.0,Somewhat clean,Somewhat safe,Neutral,Dr. Sherry Wiser
2581,2163,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,213.0,Clean,Very safe,Somewhat satsified,Dr. Juan Eaton
2582,2817,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,130.0,Somewhat clean,Neutral,Neutral,Rosemarie Hines
2583,1655,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,315.0,Average,Somewhat safe,Somewhat unsatisfied,Grace Johnson
2584,608,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Magdalene Otter
2585,2757,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,330.0,Somewhat clean,Neutral,Somewhat satsified,Susan Graham
2587,1365,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Christie Spueler
2588,2141,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,153.0,Clean,Somewhat safe,Very satisfied,Boris Holgerson
2589,1800,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,185.0,Clean,Very safe,Very satisfied,Ms. Jeanene King
2590,3143,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,74.9999999999999,Somewhat clean,Very safe,Somewhat satsified,Dr. Darrin Cross
2591,2378,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,101.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Mary Kirby
2592,197,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Somewhat clean,Somewhat safe,Very satisfied,Adam Whitten
2593,1288,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,380.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Gena Champagne
2594,287,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,2018-12-31,584.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Barry Lightfoot
2595,409,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,71.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Rachel Mcluen
2596,1680,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,182.0,Clean,Very safe,Very satisfied,Mark Roche
2597,736,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,215.0,Somewhat clean,Somewhat safe,Somewhat satsified,Lisa Melero
2598,1040,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,295.0,Clean,Very safe,Very satisfied,Ms. Barbara Mayberry
2599,1995,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,125.0,Average,Somewhat safe,Neutral,Ms. Betty Cox
2600,889,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,330.0,Clean,Very safe,Somewhat satsified,Ms. Georgie Hembree
2601,626,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied,Lewis Swafford
2602,1188,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,59.99999999999989,Clean,Very safe,Very satisfied,Dr. Rhonda Meadows
2603,2124,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,124.0,Clean,Very safe,Somewhat satsified,Dr. Lois Parks
2604,1788,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,90.0,Clean,Very safe,Very satisfied,Dr. Kenneth Warner
2605,1736,Monday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,210.0,Somewhat clean,Neutral,Neutral,Kenneth Moore
2606,509,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,77.9999999999999,Somewhat clean,Very safe,Very satisfied,Mr. Jacob Martinez
2607,1106,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified,Alex Rogers
2608,1454,Wednesday,UNITED,LAS VEGAS,West US,Hub     ,Gates 60-69,2018-12-31,112.0,Clean,Very safe,Very satisfied,Dr. David Ladner
2609,391,Friday,ALASKA,INDIANAPOLIS,Midwest US,Medium,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Very satisfied,Patrick Siler
2610,1974,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Somewhat satsified,Ms. Ruby Heath
2611,583,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Very safe,Very satisfied,Carol Hawkins
2612,2251,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,2018-12-31,295.0,Somewhat clean,Somewhat safe,Somewhat satsified,Andrea Hudspeth
2613,1888,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Talia Yang
2614,1976,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95.0000000000001,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Elizabeth Freeman
2615,2290,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,2018-12-31,155.0,Clean,Very safe,Very satisfied,Karlyn Cox
2616,1966,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,125.0,Clean,Somewhat safe,Very satisfied,Ms. Rebecca Babineau
2617,3284,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,95.0,Somewhat clean,Somewhat safe,Neutral,Dr. Carol Bliss
2618,405,Sunday,UNITED,HOUSTON-BUSH,Midwest US,Hub,Gates 70-90,2018-12-31,97.0,Somewhat clean,Somewhat safe,Somewhat satsified,Charlie Wilson
2619,1441,Wednesday,UNITED,LAS VEGAS,West US,    Hub,Gates 60-69,2018-12-31,302.0,Somewhat clean,Very safe,Neutral,Dr. Jonathan Bailey
2620,2031,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,2018-12-31,180.0,Average,Somewhat safe,Neutral,Miss Brenda Walker
2621,3287,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,65.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Albert Lauseng
2622,101,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,Medium     ,Gates 70-90,2018-12-31,140.0,Somewhat clean,Somewhat safe,Neutral,Willie Stone
2623,985,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,475.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Mary Beebe
2624,1837,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,225.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Virginia Bradley
2625,1047,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,325.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Linda Horstman
2626,779,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Somewhat satsified,Dr. Francisco Thrasher
2627,2704,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,79.0,Somewhat clean,Very safe,Somewhat satsified,Dr. David Wilson
2628,761,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,75.0,Average,Very safe,Neutral,Miss Beth Ross
2630,852,Tuesday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,154.0,Somewhat clean,Somewhat safe,Somewhat satsified,Frank Erps
2631,1791,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,145.0,Somewhat clean,Neutral,Neutral,Mr. Ricky Gray
2632,1961,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Somewhat safe,Neutral,Mr. Christopher Baiz
2633,2707,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,145.0,Somewhat clean,Very safe,Neutral,Arlene Humphries
2634,375,Friday,ALASKA,LOS ANGELES,West US,    Hub,Gates 50-59,2018-12-31,55.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Edward Walsh
2635,2947,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,100.0,Clean,Very safe,Very satisfied,Dr. John Plascencia
2636,1172,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,90.0,Clean,Very safe,Very satisfied,Edward Callaway
2637,2581,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,77.0,Clean,Very safe,Very satisfied,Micheal Bain
2638,1312,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,670.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Madeline Nelson
2640,827,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,165.0,Clean,Very safe,Neutral,Mr. Antoine Oates
2641,2115,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,370.0,Somewhat clean,Very safe,Somewhat satsified,Kari Koenig
2642,469,Sunday,ALASKA,PORTLAND,West US,Medium     ,Gates 50-59,2018-12-31,148.0,Clean,Very safe,Somewhat satsified,Mr. Earl Davis
2643,3272,Tuesday,UNITED,LAS VEGAS,West US,    Hub,Gates 70-90,2018-12-31,130.0,Average,Somewhat safe,Neutral,Russell Smith
2644,378,Friday,ALASKA,SAN JOSE DEL CABO,Canada/Mexico,Small,Gates 50-59,2018-12-31,135.0,Clean,Somewhat safe,Somewhat satsified,Christina Bradshaw
2646,2407,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium     ,Gates 91-102,2018-12-31,580.0,Clean,Very safe,Very satisfied,Betty Beardsley
2647,1491,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Very satisfied,Miss June Santiago
2648,1512,Wednesday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,135.0,Average,Very safe,Neutral,Gerald Constance
2649,3004,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,118.0,Clean,Somewhat safe,Very satisfied,Dr. Henry Morris
2651,212,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Beverly Gray
2652,505,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,133.0,Average,Somewhat safe,Somewhat satsified,Mr. Robin Riccelli
2653,252,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,100.0,Clean,Very safe,Somewhat satsified,Dr. Wanda Britt
2654,2804,Tuesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,70.0000000000001,Somewhat clean,Somewhat safe,Neutral,Ms. Heather Ortiz
2655,2665,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,2018-12-31,75.0,Clean,Neutral,Very satisfied,Miss Alberta Thornburg
2656,2093,Thursday,AMERICAN,PHILADELPHIA,EAST US,    Large,Gates 50-59,2018-12-31,87.0,Somewhat clean,Very safe,Somewhat satsified,Lorraine Stinser
2657,2029,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,240.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Anthony Mcclendon
2658,2725,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,145.0,Average,Neutral,Neutral,Mr. John Hall
2659,3226,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,190.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Rose Pitzer
2660,2417,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,160.0,Clean,Somewhat safe,Very satisfied,Gwenn Wilcox
2661,1382,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified,Christopher Slater
2662,2736,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,390.0,Clean,Very safe,Neutral,Michael Charles
2663,2821,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Clean,Somewhat safe,Somewhat satsified,Dr. Frances Marks
2664,3244,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.9999999999998,Clean,Very safe,Very satisfied,Lisa Gillespie
2665,2980,Thursday,UNITED,NASHVILLE,Midwest US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Jane Posey
2666,2058,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified,Kellie West
2667,1463,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,310.0,Clean,Very safe,Very satisfied,Mr. Leonard Robinson
2668,2850,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,2018-12-31,97.0000000000001,Somewhat clean,Very safe,Somewhat satsified,Dr. Angela Stone
2669,1696,Sunday,ALASKA,SANTA ANA,West US,    Medium,Gates 50-59,2018-12-31,217.0,Somewhat clean,Somewhat safe,Neutral,Matthew Depp
2670,1030,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,125.0,Clean,Very safe,Somewhat satsified,Henry Miller
2671,1148,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,65.0000000000003,Somewhat clean,Very safe,Somewhat satsified,Dr. Donny Nelson
2672,3008,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified,Maxine Koffler
2673,1740,Monday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,105.0,Somewhat dirty,Neutral,Neutral,Mr. Donald Carr
2674,1876,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Salvador Bess
2675,2933,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,121.0,Average,Neutral,Somewhat satsified,Tommie White
2676,280,Thursday,UNITED,BALTIMORE,EAST US,Medium     ,Gates 70-90,2018-12-31,194.0,Somewhat clean,Very safe,Somewhat satsified,Vera Peters
2677,434,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,263.0,Somewhat clean,Very safe,Somewhat satsified,Patricia Vasquez
2678,1171,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mike Ahrens
2679,2466,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,109.0,Clean,Very safe,Very satisfied,Elizabeth Hearn
2681,3250,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,165.0,Clean,Neutral,Somewhat satsified,Cecilia Graham
2682,277,Thursday,UNITED,BALTIMORE,EAST US,    Medium,Gates 70-90,2018-12-31,63.99999999999989,Somewhat clean,Very safe,Somewhat satsified,Miss Jessica Sly
2683,2461,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,71.0000000000001,Somewhat clean,Very safe,Somewhat satsified,Todd Schroeder
2684,994,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Average,Somewhat safe,Somewhat satsified,Ms. Lauran Spicer
2685,1021,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,94.9999999999998,Somewhat dirty,Neutral,Neutral,Miss Patricia Liao
2686,1637,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified,Patricia Griffies
2687,1886,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Very satisfied,Grace Messer
2688,290,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,190.0,Clean,Very safe,Very satisfied,Dr. Lucy Shilt
2689,1552,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Leon Key
2690,2999,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,523.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Billy Chapman
2691,433,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Casandra Merrill
2692,464,Sunday,ALASKA,PORTLAND,West US,Medium     ,Gates 50-59,2018-12-31,118.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Karen Moody
2693,2989,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,133.0,Clean,Very safe,Very satisfied,Dr. Mark Meyers
2694,3080,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,277.0,Somewhat clean,Very safe,Neutral,Miss Jill Wiand
2695,1820,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,125.0,Average,Very safe,Somewhat satsified,Marcus Weidert
2696,1640,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Very safe,Very satisfied,Dr. Ian Scheid
2697,1592,Thursday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,65.0,Clean,Very safe,Very satisfied,Ms. Lilia Whitt
2698,2801,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,175.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Beth Robertson
2699,562,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Neutral,Very satisfied,Dr. Johnnie Pangelinan
2700,2397,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,2018-12-31,285.0,Clean,Very safe,Very satisfied,Charles Shaw
2701,2734,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,450.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mario Lee
2702,2763,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-12-31,470.0,Somewhat clean,Very safe,Neutral,Miss Vanessa Young
2703,1147,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,59.99999999999989,Average,Neutral,Neutral,Raquel Goyco
2704,351,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,600.0,Clean,Somewhat safe,Somewhat satsified,Dr. Reba Iddings
2705,1952,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,95.0,Somewhat clean,Very safe,Somewhat satsified,Miss Paz Marino
2706,1807,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,140.0,Somewhat clean,Very safe,Somewhat satsified,Carl Benson
2707,2332,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,155.0,Somewhat clean,Neutral,Somewhat satsified,Ms. Hazel Quarles
2708,2475,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,161.0,Clean,Very safe,Very satisfied,Mr. Robert Justice
2709,3189,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,59.99999999999989,Clean,Somewhat safe,Very satisfied,Dr. Paul Leung
2710,2597,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Laurie Seamon
2711,3232,Wednesday,AMERICAN,PHOENIX,West US,    Hub,Gates 50-59,2018-12-31,125.0,Somewhat clean,Neutral,Neutral,William Vacca
2712,1472,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Very safe,Somewhat satsified,Christopher Poplin
2713,2896,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,155.0,Average,Somewhat safe,Neutral,Dr. Darrell Miller
2714,9,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,110.0,Average,Neutral,Neutral,Travis Reynolds
2715,431,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,223.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Truman Vang
2716,1346,Tuesday,UNITED INTL,KANSAI,Asia,Hub,Gates 91-102,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satsified,Erica Osmun
2717,456,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,2018-12-31,235.0,Clean,Very safe,Somewhat satsified,Paul Day
2718,597,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,100.0,Somewhat clean,Somewhat safe,Neutral,Robert Salcedo
2720,3123,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,215.0,Somewhat clean,Very safe,Somewhat satsified,Marilyn Uchida
2721,2489,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,151.0,Average,Neutral,Somewhat satsified,Debra Hardiman
2723,1250,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,2018-12-31,300.0,Clean,Very safe,Somewhat satsified,Emilia Carter
2724,2432,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,160.0,Average,Somewhat safe,Somewhat satsified,Miss Diane Pham
2725,991,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satsified,Edward Valentine
2726,2291,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satsified,Natalie Kramer
2727,951,Thursday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,120.0,Clean,Very safe,Very satisfied,Richard Glover
2728,898,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,263.0,Somewhat clean,Somewhat safe,Somewhat satsified,Lisa Boelter
2729,2538,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified,April Higginbotham
2730,1804,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,140.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Gregory Lopez
2731,2181,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,180.0,Clean,Very safe,Somewhat satsified,Mr. Edward Pratt
2732,3257,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,90.0,Clean,Somewhat safe,Somewhat satsified,Dr. Nancy Mauffray
2733,484,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,178.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Brian Gillilan
2734,3021,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,107.0,Clean,Somewhat safe,Somewhat satsified,Ms. Debbie Anderson
2735,795,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,115.0,Clean,Very safe,Very satisfied,Latoya Cagle
2737,865,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,130.0,Average,Very safe,Neutral,Dawn Chew
2738,2302,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Catherine Stinson
2739,502,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,2018-12-31,118.0,Average,Very safe,Neutral,Francis Brandt
2740,2584,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,102.0,Clean,Very safe,Somewhat satsified,Dr. Stanley Cardona
2741,3182,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Neutral,Dr. Ernest Stout
